"last.name","first.name","id","twitter.account","name","verified","protected","followersCount","friendsCount","statusesCount","url","location","description","last.update","created"
"Dukes","Dawnna","1548675188","DawnnaDukes","Rep. Dawnna Dukes",FALSE,FALSE,2666,488,4071,"http://t.co/ouub9nnunP","Austin, TX","Texas House of Representatives - District 46",2018-01-12,2013-06-26
"Duncan","Robert","20185502","ChancellorRLD","Robert Duncan",FALSE,FALSE,4992,507,759,"https://t.co/KqF3e6Zdiu","Lubbock, Texas","Chancellor of the Texas Tech University System @TTUSystem; Former TX State Senator and TX State Representative",2018-01-03,2009-02-05
"Duncan","John W.","838178094049542144","JWDforCongress","John W. Duncan",FALSE,FALSE,1855,834,765,"https://t.co/eAPauDsrnE","Arlington, TX","Progressive Democrat for U.S. Congress, TX06. Fighting for Texans. @TCU & @UMassLaw Alum. DONATE @ https://t.co/E1cdmRpl17",2018-01-11,2017-03-05
"Dutton, Jr.","Harold V.","1618749907","RepHaroldDutton","Harold Dutton, Jr.",FALSE,FALSE,726,30,2,,"","",2014-08-20,2013-07-24
"Eiland","Craig","774072962","CraigEiland","Craig Eiland",FALSE,FALSE,703,422,29,"http://t.co/rbIy0iVLvp","Galveston, Texas","Craig Eiland represents the 23rd district in the Texas State House including Chambers County parts of Galveston County.",2013-11-27,2012-08-22
"Ellis","Rodney","23438894","RodneyEllis","Rodney Ellis",FALSE,FALSE,12527,953,10604,"https://t.co/N7MWWZItEx","Houston, Texas","Harris County Commissioner, Precinct One",2018-01-11,2009-03-09
"Ellis","Keven","4638123805","Ellisfortexas","Ellis for SBOE9",FALSE,FALSE,53,0,104,,"","",2017-11-16,2015-12-23
"Eltife","Kevin","2402263075","KevinEltife","Kevin Eltife",FALSE,FALSE,433,13,0,,"","",,2014-03-21
"Estes","Craig","148030986","EstesForTexas","Craig Estes",FALSE,FALSE,28433,29079,846,"http://t.co/S7c3FsF4Dr","Wichita Falls, Texas","proud husband, father & grandfather | conservative #GOP state senator | devoted to God, my family & serving the people of TX | i follow back | #ENDtheMarginTax",2018-01-10,2010-05-25
"Faircloth","Wayne","389283633","WayneFaircloth","Wayne Faircloth",FALSE,FALSE,2645,2083,1690,"http://t.co/N2ISiSvsDi","Galveston & Chambers County","State Representative for Texas House District 23. Serving the people of Galveston and Chambers Counties. #txlege",2017-11-23,2011-10-12
"Fallon","Pat","256157258","FallonForTexas","Pat Fallon",FALSE,FALSE,4027,2351,1472,"https://t.co/Ns96BfqlOI","Denton County","Conservative (and proud of it!) State Rep. in North Texas. Candidate for Senate District 30. Business owner with military background. #tcot #sot",2018-01-08,2011-02-22
"Farias","Joe","364538610","RepJoeFarias","Joe Farias",FALSE,FALSE,1894,494,320,"http://t.co/eABtOZnD2J","San Antonio","Retired Texas State Representative.",2017-08-03,2011-08-29
"Farney","Marsha","512300801","DrMarshaFarney","Marsha Farney",FALSE,FALSE,4599,4159,2423,,"","Former State Board of Educ member & Republican State Representative.",2018-01-11,2012-03-02
"Farrar","Jessica","121860139","JFarrarDist148","Jessica Farrar",FALSE,FALSE,10885,2060,1977,"https://t.co/nm3QDhS2Rt","Houston, TX","Texas State Representative, District 148",2018-01-11,2010-03-10
"Fletcher","Allen","18705787","AllenFletcher","Allen Fletcher",FALSE,FALSE,2815,373,153,"https://t.co/JMMrBtwo37","Cy-Fair/Tomball/Waller, TX","Texas State Representative - Chair of the House Committee on Texas Law Enforcement",2017-01-02,2009-01-07
"Fletcher","Lizzie Pannill","857009033882083328","Lizzie4Congress","Lizzie Pannill Fletcher",TRUE,FALSE,934,944,276,"https://t.co/sRPVXRwv9w","Houston, TX","Fierce Advocate | Trusted Partner | Proud Houstonian | Running to replace John Culberson in #TX07 + #SwitchThe7th",2018-01-11,2017-04-25
"Flynn","Dan","21045364","Dan_Flynn","Danfromvan",FALSE,FALSE,6015,580,1375,"https://t.co/Rc98vT94IP","Van, Texas","Texas State Representative, House District 2",2018-01-10,2009-02-17
"Frank","James","1112289313","RepJamesFrank","Rep. James Frank",FALSE,FALSE,1848,301,1240,"https://t.co/dlooOMKIcX","Wichita Falls, TX","Husband, father, imperfect Christ-follower, businessman and state legislator in the best state in the most amazing country on earth.",2018-01-11,2013-01-22
"Fraser","Troy","2516309898","SenFraser","Sen. Troy Fraser",FALSE,FALSE,481,0,8,,"","Texas State Senator for District 24, Chairman of Senate Natural Resources",2014-09-17,2014-05-22
"Frullo","John M.","102709037","FrulloForTexas","John Frullo",FALSE,FALSE,2786,396,848,"http://t.co/K3Q1if4QYT","Lubbock, Texas","John Frullo, Texas State Representative,District 84",2018-01-07,2010-01-07
"Galindo","Rick","1862248903","GalindoRick1981","Rick Galindo",FALSE,FALSE,1577,722,4194,,"San Antonio, TX","Christ 1st. Husband to @valerieg1979. Catholic. Conservative. Father of two beautiful girls. Chief Business Development Officer for Financial Recovery Center.",2017-12-27,2013-09-14
"Garcia","Sylvia","40557819","SenatorSylvia","Sylvia R. Garcia",TRUE,FALSE,8733,590,13115,"https://t.co/lch5d5up5X","Houston, Texas","Passionate public servant.Former social worker, lawyer, Judge, Houston City Controller & Harris County Commissioner. TX State Senator in SD6 running for TX CD29",2018-01-12,2009-05-16
"Garcia","Enrique","872927271002279936","EGarciaCongress","Enrique Garcia",FALSE,FALSE,324,885,85,"https://t.co/tyVVgdj5LI","El Paso, TX","Democratic Congressional Candidate from El Paso, Texas, for U.S. Representative for Texas's 16th Congressional District",2018-01-08,2017-06-08
"Geren","Charlie","356903515","charliegeren","Charlie Geren",FALSE,FALSE,5982,1226,8220,"http://t.co/Zflf2G97Vu","Fort Worth, Texas","State Representative for Texas House District 99. Follow me on Facebook: https://t.co/Z5ZVoDFTiz",2018-01-11,2011-08-17
"Gervin-Hawkins","Barbara","722853818682048512","VoteBarbara","Gervin-Hawkins",FALSE,FALSE,736,477,55,"https://t.co/uvXfoestZc","San Antonio, TX","TX State Rep. District 120.",2017-04-27,2016-04-20
"Giddings","Helen","1710246422","helengiddings","Helen Giddings",FALSE,FALSE,653,20,9,"http://t.co/CfkH65sdXK","Dallas","",2017-06-16,2013-08-29
"Goldman","Craig","342923280","GoldmanCraig","Craig Goldman",FALSE,FALSE,5117,392,356,"http://t.co/Vf3QmWqB0c","Fort Worth, Texas","State Representative District 97, Tarrant County, Texas",2018-01-10,2011-07-26
"Gonzales","Larry","74642450","larrygonzales52","Larry D. Gonzales",FALSE,FALSE,3560,633,1261,"http://t.co/rtei17Y3Bz","Round Rock, Texas","",2017-11-09,2009-09-16
"González","Mary E.","956955703","RepMaryGonzalez","Mary Gonzalez",TRUE,FALSE,7587,3018,4214,"https://t.co/uUxbD4KfVM","Texas House District 75","Texas State Representative for HD-75 in El Paso County.  Vice-Chair of the Agriculture & Livestock committee, and a member of the Appropriations Committee",2018-01-11,2012-11-19
"Gooden","Lance","412595957","RepLanceGooden","Rep. Lance Gooden",FALSE,FALSE,885,0,0,"http://t.co/62Mp8aoPJF","Terrell, Texas","Lance Gooden is proud to serve the citizens of Henderson and Kaufman Counties in the Texas Legislature",,2011-11-14
"Guerra","Robert D. ""Bobby""","1096445426","RDBobbyGuerra","R.D. Bobby Guerra",FALSE,FALSE,2453,549,1137,"https://t.co/ckm2bRnOCi","McAllen, Texas","Texas State Representative of House District 41 https://t.co/ckm2bRnOCi",2018-01-01,2013-01-16
"Guillen","Ryan","19741685","RyanGuillen","Rep. Ryan Guillen",FALSE,FALSE,5727,3479,9372,"https://t.co/Lvtz5Z5xjB","South Texas","Texas State Representative #txlege",2018-01-09,2009-01-29
"Gutierrez","Roland","256074273","RolandForTexas","Roland Gutierrez",FALSE,FALSE,3146,676,1152,"https://t.co/rjZcXeltpR","San Antonio, TX","State Rep. for HD 119 (Bexar). Chairman of Defense and Veterans' Affairs Committee. Attorney, business owner and loving father. Facebook: https://t.co/IaWJQnWTkI",2018-01-11,2011-02-22
"Hancock","Kelly","19614210","KHancock4TX","Kelly Hancock",FALSE,FALSE,7509,470,14835,"https://t.co/RAOdKT3APZ","North Texas","Senator, Texas Senate District 9 - Partner, Advanced Chemical Logistics",2018-01-11,2009-01-27
"Harless","Patricia","38585952","PatriciaHarless","Patricia Harless",FALSE,TRUE,2757,1225,931,"https://t.co/Xo8SKyj4Ao","Houston, TX","Retired Texas State Representative District 126 (Spring & NW Houston), 2nd generation used automobile dealer, wife, mom, sister, aunt & loyal friend.",,2009-05-08
"Hernandez Luna","Ana","904502504","AnaHdzTx","Ana Hernandez",FALSE,FALSE,4240,1088,1700,,"","Texas State Representative, District 143",2018-01-12,2012-10-25
"Herrero","Abel","62847703","abelherrero","Abel Herrero",FALSE,FALSE,933,38,14,"http://t.co/wIgIEJWqPU","South Texas","Candidate for State Representative, House District 34.  I want to serve as your voice in Austin.",2013-04-05,2009-08-04
"Hilderbran","Harvey","28184738","RepHilderbran","Harvey Hilderbran",FALSE,FALSE,1698,57,45,"http://t.co/5L0q97rT9R","Austin, Texas","21yr member in the TX House of Representatives. Serving the people of District 53. Currently on Redistricting, State Affairs, and Ways &amp; Means committees",2013-06-13,2009-04-01
"Holland","Justin","36524859","justinaholland","Rep. Justin Holland",FALSE,FALSE,1982,1748,3297,"https://t.co/KfDENYak7u","Heath, TX","Real Estate Broker & Texas State Representative. Texas Tech Red Raider. Rockwall Yellowjacket. 6th Generation Texan.",2018-01-12,2009-04-29
"Howard","Donna","112899475","DonnaHowardTX","Donna Howard",FALSE,FALSE,12850,529,12935,"https://t.co/WHvh2ndOIF","Austin, Texas","TX State Rep District 48, Democrat, UT, former critical care nurse, former school board member, runner, mom with 3 great kids, 1 husband, & 4 perfect grandkids!",2018-01-12,2010-02-10
"Huberty","Dan","97581493","DanHuberty","Dan Huberty",TRUE,FALSE,6301,699,939,"https://t.co/rxCHNaauBq","Humble, Texas","Republican Texas State Representative - House District 127. Former Humble ISD Board Trustee. #FANOFDAN",2017-10-18,2009-12-18
"Huffines","Don","1963156225","DonHuffines","Senator Don Huffines",TRUE,FALSE,5790,2560,2158,"https://t.co/0zxxJECKo6","Dallas, TX","Family man, business owner, and conservative. Texas State Senator for Senate District 16. Honored to serve in the #txlege.",2018-01-11,2013-10-15
"Huffman","Joan","1694721368","joanhuffman","Joan Huffman",FALSE,FALSE,2898,638,468,"https://t.co/7ZbgBMLAtn","SD 17","State Senator, SD17 incl. parts of Harris, Ft Bend, & Brazoria Co. Chair of State Affairs and Vice Chair of Criminal Justice Committee. RT's not an endorsement.",2018-01-09,2013-08-23
"Hughes","Bryan","20809530","SenBryanHughes","Bryan Hughes",FALSE,FALSE,9108,2636,2384,"https://t.co/cobWw3BzrP","Behind the Pine Curtain","I am honored to stand for life and liberty in the Texas Senate.",2017-12-25,2009-02-13
"Hunter","Todd A.","67136320","Dist32StateRep","Team Todd",FALSE,FALSE,1573,617,3216,"https://t.co/Yh6V4uV5H9","Corpus Christi, Texas","Twitter feed of Team Todd Staff. Be sure to also follow Rep. Hunter's personal twitter feed at @toddahunter",2018-01-11,2009-08-19
"Isaac","Jason","46278119","ISAACforTexas","Jason Isaac",FALSE,FALSE,8385,2964,5221,"https://t.co/gw0RBmWI0v","The Texas Hill Country","Proven-Principled-Conservative #GOP for Congress #TX21, State Rep, Christ follower, husband, father, small business owner, #lax coach, nonprofit leader. #txlege",2018-01-11,2009-06-11
"Isaac","Jason","46278119","ISAACforTexas","Jason Isaac",FALSE,FALSE,8385,2964,5221,"https://t.co/gw0RBmWI0v","The Texas Hill Country","Proven-Principled-Conservative #GOP for Congress #TX21, State Rep, Christ follower, husband, father, small business owner, #lax coach, nonprofit leader. #txlege",2018-01-11,2009-06-11
"Israel","Celia","1205219106","CeliaIsrael","Celia Israel",FALSE,FALSE,5182,2203,3597,"http://t.co/6cC73Vvied","Travis County","Texas State Representative HD50, Realtor, Community Activist, LGBT, Latina, Glass ceiling cracker, 
#WomanOnAMission",2018-01-12,2013-02-21
"Kacal","Kyle","400320125","KyleKacal","Kyle Kacal",FALSE,FALSE,5119,2449,4672,"https://t.co/J4X4k2b6Mx","College Station, Texas","Texas State Representative, District 12. TAMU 92' TCU Ranch MGMT '93'",2018-01-10,2011-10-28
"Keffer","James L. ""Jim""","3010221402","RepJimKeffer","Jim Keffer",FALSE,FALSE,1687,397,1598,"https://t.co/GpoAARvIi6","Eastland, Texas/ Austin, Texas","Proudly served the people of District 60 in the Texas House of Representatives for two decades. Proud domestic manufacturer.  #Wreckem",2018-01-11,2015-02-05
"Keough","Mark","3145215662","mkeoughtx","Mark J. Keough",FALSE,FALSE,1131,378,152,,"","Conservative Republican Candidate for Montgomery County Judge. https://t.co/T5fLRM5mIW",2017-12-07,2015-04-08
"King","Ken","444464812","KingForTexas","Ken King",FALSE,FALSE,1106,352,231,"https://t.co/8UWaW3eVwr","Canadian, Texas","Small business owner, husband, christian, father, and a Republican State Representative for HD 88. 17 Counties in the panhandle and the south plains.",2018-01-11,2011-12-23
"King","Phil","379403679","PhilKingTX","Phil King",FALSE,FALSE,5043,919,261,"http://t.co/R9Bmq5jFhm","Weatherford, TX","Texas State Rep. District 61 - Conservative Republican - *Official account",2017-12-06,2011-09-24
"King","Susan L.","3030501586",,,,,,,,,,,,
"Kleinschmidt","Tim","28163255","RepKleinschmidt","Rep Tim Kleinschmidt",FALSE,FALSE,2021,44,215,"http://t.co/ke1QgP8SRD","Austin, Texas","State Representative, Texas House District 17",2013-10-01,2009-04-01
"Klick","Stephanie","15876673","StephanieKlick","Stephanie Klick",FALSE,FALSE,5292,4057,10071,"http://t.co/UKV90hnqLd","Fort Worth, Texas","State Representative Texas House District 91",2018-01-11,2008-08-16
"Kolkhorst","Lois W.","50442179","loiskolkhorst","Sen. Lois Kolkhorst",TRUE,FALSE,7594,605,829,"https://t.co/0ohv6rnCW2","Texas","Wife, Mother, Senator, Small Business Owner, Proven Conservative, 5th Generation Texan & TCU Horned Frog.",2018-01-09,2009-06-24
"Koop","Linda","1641293239","LindaKoopHD102","Linda Koop",FALSE,FALSE,2807,644,811,"http://t.co/sqZpyO59oc","TX House District 102","State Representative",2018-01-10,2013-08-02
"Krause","Matt","21328762","RepMattKrause","Matt Krause",TRUE,FALSE,7404,264,12423,"http://t.co/luuhqT5N","Ft. Worth, TX","Christian, Husband, Father, Conservative & Republican. Constitutional Attorney. Proudly represent HD 93 in the Texas Legislature.",2018-01-12,2009-02-19
"Kuempel","John","785591122701660160","repjohnkuempel","John Kuempel",FALSE,FALSE,381,27,8,,"","",2016-11-11,2016-10-10
"Landgraf","Brooks","2234825047","BrooksLandgraf","Rep. Brooks Landgraf",FALSE,FALSE,2992,1191,1070,"https://t.co/JNVaXUbq40","Odessa, Texas","Christian. Shelby's husband. Hollis Rose's dad. 4th-generation West Texas rancher. Conservative. Aggie. State Rep. for Andrews, Ector, Ward & Winkler counties.",2018-01-11,2013-12-07
"Lang","Mike","3148361078","RepMikeLang","Mike Lang",FALSE,FALSE,1185,237,300,"https://t.co/Bbf4hehzCP","Granbury, TX","Conservative Texas State Representative for House District 60 #Txlege",2018-01-11,2015-04-10
"Larson","Lyle","101862922","RepLyleLarson","Lyle Larson",FALSE,FALSE,4936,635,775,"http://t.co/KSRzFaIFDM","San Antonio, Texas","Pol. Adv. Pd. for by Lyle Larson Campaign, Ernesto Ancira, Treasurer.",2018-01-11,2010-01-04
"Laubenberg","Jodie","3872185712",,,,,,,,,,,,
"Lavender","George","149282205","teamlavender","George Lavender",FALSE,FALSE,1032,569,321,"http://t.co/hwZiZhPh7n","Texas","George Lavender, State Representative, will continue to fight for East Texas values and interests.",2014-11-13,2010-05-28
"Leach","Jeff","158715755","leachfortexas","Jeff Leach",FALSE,FALSE,7775,1399,4863,"http://t.co/r8OBPRA46t","Plano/Richardson/Allen/Dallas","State Representative, District 67 - Plano, Allen, Richardson & Dallas in Collin County.",2018-01-11,2010-06-23
"Longoria","Oscar","516776026","RepLongoria","Oscar Longoria",FALSE,FALSE,4319,1537,1941,"https://t.co/vB2uzDsYtf","Mission, TX","Representing Deep South Texas HD 35. Committees: VC of Appropriations, Investments & Financial Services and Local & Consent Calendars",2018-01-11,2012-03-06
"Lozano","Juan Manuel","103041735","votejmlozano","J.M. Lozano",FALSE,FALSE,249,0,17,,"","",2010-03-03,2010-01-08
"Lucio, III","Eduardo ""Eddie""","296550439","EddieLucioIII","Eddie Lucio III",TRUE,FALSE,7228,886,2428,"https://t.co/QIY5VzNHx2","Cameron County, TX","Attorney, small business owner, and Texas State Representative for District 38. #txlege info@eddielucioiii.com",2018-01-10,2011-05-11
"Lucio, Jr.","Eduardo ""Eddie""","214133792","SenatorLucio","Senator Eddie Lucio",FALSE,FALSE,7070,1110,3292,"http://t.co/yl2FbRXJyT","Brownsville, TX","Texas State Senator, District 27",2018-01-11,2010-11-10
"Lujan","John","3494334134","RepLujan","John Lujan",FALSE,FALSE,404,207,263,"https://t.co/4Z59nGsdH5","San Antonio, TX","State Representative, House District 118. Retired San Antonio Firefighter, IT guy, proud husband & father.",2016-11-08,2015-09-08
"Márquez","Marisa","32458513",,,,,,,,,,,,
"Martinez","Armando","25332041","andoconmando39","Rep.Armando Martinez",FALSE,FALSE,2413,2376,282,"https://t.co/t7kwDT8CT4","Texas","#andoconmando",2018-01-06,2009-03-19
"Martinez","Weston","19782840","WestonMartinez","Weston Martinez",FALSE,FALSE,34985,30591,3487,"https://t.co/RejzEztV2H","San Antonio, TX","Texas Real Estate Commissioner 2011-2017; VP Business PatelGaines PLLC Oil & Gas Businessman,Political media analyst, Pro Life-Gun-Family-Israel-USA. #MAGA #TED",2018-01-12,2009-01-30
"Martinez Fischer","Trey","18917517","TMFtx","TMF",FALSE,FALSE,6914,1516,3412,"https://t.co/zypc9tmShp","San Antonio","Trey Martinez Fischer • Texas State Representative (00-17) • Chairman of @MALCtx • Democrat • Father of Two #Fight4SA",2018-01-11,2009-01-12
"McClendon","Ruth Jones","557262751","Ruth_McClendon","Ruth Jones McClendon",FALSE,FALSE,712,12,15,,"","",2012-07-27,2012-04-18
"Menéndez","José","503272829","Menendez4Texas","José Menéndez",TRUE,FALSE,7683,2209,16633,"https://t.co/ePsK9ZyuMx","San Antonio, TX","Grateful husband of 22+ years, dad, son, & brother. Hardworking Democrat Texas Senator, District 26 Facebook & Instagram: @Menendez4Texas #txlege",2018-01-12,2012-02-25
"Metcalf","Will","2905351184","willmetcalfTX","Will Metcalf",FALSE,FALSE,1950,334,207,"https://t.co/5WatLsQDh8","","Republican. Businessman. 6th Generation Texan. Representative for Texas House District 16.",2017-09-11,2014-11-20
"Meyer","Morgan","1599173083","MorganMeyerTX","Morgan Meyer",FALSE,FALSE,2785,839,718,"http://t.co/NQDxEqZPNr","TX","Proud husband and father of three. Conservative. Texas State Representative, District 108.",2018-01-09,2013-07-16
"Miles","Borris","47364219","BorrisLMiles","Borris Miles",FALSE,FALSE,2879,781,1185,,"Houston, Texas","Borris Miles is a member of the Texas Senate. He is serving his first term for District 13.",2018-01-10,2009-06-15
"Miller","Doug","3795434772","DougMiller73","Doug Miller",FALSE,TRUE,0,0,0,,"","Follow campaign updates from Rep. Doug Miller at @DougForTexas",,2015-10-05
"Miller","Rick","408304006","vote4rick","Rick Miller",FALSE,FALSE,1537,1623,148,"http://t.co/9eXBHA89CG","Sugar Land, Texas","Conservative Rep, TX House District 26! Former Chairman of the Republican Party, Fort Bend County, TX Naval Aviator, Veteran, 30 years of service.",2014-08-19,2011-11-09
"Miller","Geraldine","55990984","TincySBOE12","Tincy Miller",FALSE,FALSE,240,246,80,"http://t.co/H7bAUAbqMA","Dallas, Texas","Candidate for Texas State Board of Education District 12.",2012-06-26,2009-07-12
"Miller","Sid","1967084534","MillerForTexas","Sid Miller",FALSE,FALSE,6039,1186,7825,"https://t.co/Lz0M2IHZsE","Stephenville, TX","Deplorable, Champion Calf Roper, 12th Commissioner of Texas Agriculture.",2018-01-09,2013-10-17
"Minjarez","Ina","3065062453","vote4ina","Rep. Ina Minjarez",TRUE,FALSE,3831,1622,4031,"https://t.co/57l6qngcuV","San Antonio, TX","State Representative for Texas House District 124 #txlege Attorney & Marathoner. Proud Notre Dame Alum. Democrat #TEAMINA",2018-01-11,2015-03-06
"Moody","Joseph E. ""Joe""","175847438","moodyforelpaso","Joe Moody",TRUE,FALSE,3785,1174,4795,"https://t.co/owNpFguxso","El Paso, Texas","Husband, Dad, El Pasoan, Lawyer, State Rep. #ElPaso. Fascinated by time travel.  #txlege #CriminalJustice #IndyCar #NMSU #TTU #HeyNow",2017-11-17,2010-08-07
"Muñoz, Jr.","Sergio","87780545","SergioMunozJr","Sergio Munoz Jr.",FALSE,TRUE,747,766,1972,,"","",,2009-11-05
"Murphy","Jim","142770852","JimMurphy133","Jim Murphy",FALSE,FALSE,4733,609,1051,"https://t.co/ChK7kEb3J1","Houston, TX","Texas State Representative | District 133 #txlege
Want more?: https://t.co/fy2hOGen4u",2018-01-10,2010-05-11
"Naishtat","Elliott","82920618","ElliottNaishtat","Elliott Naishtat",FALSE,FALSE,1904,80,5,,"","",2011-11-14,2009-10-16
"Neave","Victoria","3272287644","Victoria4Texas","Victoria Neave",TRUE,FALSE,6506,5324,3795,"https://t.co/zDYYYcRTJS","Dallas, TX, USA","Democrat. Attorney. Advocate. TX State Rep. for District 107. East Dallas | Garland | Mesquite. Pol. Adv. paid for by Victoria Neave Campaign #txlege",2018-01-12,2015-07-08
"Nelson","Jane","112543508","SenJaneNelson","Senator Jane Nelson",FALSE,FALSE,8329,809,2065,"https://t.co/lJxwkzQmj1","SD 12","Budget writer, businesswoman, former teacher, UNT grad, grandmother, wife, proud Republican representing District 12.",2018-01-11,2010-02-08
"Nelson","Justin","924828137107673088","NelsonforTexas","Justin Nelson",FALSE,FALSE,661,249,31,"https://t.co/b88G0Ack5E","Texas","Democrat for Attorney General",2018-01-11,2017-10-30
"Nevárez","Poncho","364632749","poncho_nevarez","Rep. Poncho Nevárez",TRUE,FALSE,6923,1036,32319,"https://t.co/kCxUuPEO6z","Maverick County, TX","live on ranchito w wife 3 kids,Catholic,Fan of Pope,lawyer,musician,Texas Ex,UT football baseball,books,Harleys,human condition,State Reppin' too.",2018-01-11,2011-08-30
"Nichols","Robert","874629359243546624","SenatorNichols","Sen. Robert Nichols",FALSE,FALSE,391,338,146,"https://t.co/nFAwh2a1m3","","Republican for Texas Senate District 3",2018-01-09,2017-06-13
"Oliveira","René O.","386696819","ReneOOliveira","State Rep. Oliveira",FALSE,FALSE,4650,179,718,"https://t.co/q0OnDf8fNs","Brownsville","I am currently serving my 17th term in the Texas House of Representatives, District 37.",2018-01-09,2011-10-07
"Oliverson","Tom","3060663253","TomOliverson","Tom Oliverson",FALSE,FALSE,1282,454,608,"https://t.co/In0o55JMwy","Cypress, TX","Republican State Representative, House District 130",2018-01-11,2015-03-04
"Orr","Rob","407485732","OrrRoborr","rob orr",FALSE,FALSE,116,443,3,,"Burleson, Texas","",2015-05-13,2011-11-08
"Ortega","Evelina ""Lina""","850011900113018880","lina4texas","Evelina Ortega",FALSE,FALSE,315,121,110,,"El Paso, TX","Serving my first term in the Texas House of Representatives for House District 77 in El Paso County. #txlege #txhd77",2017-11-24,2017-04-06
"Otto","John","904767654","RepJohnOtto","John Otto",FALSE,FALSE,1881,148,170,,"","Former Chair of House Appropriations, A&M grad '70",2017-12-29,2012-10-25
"Paddie","Chris","17168851","chrispaddie","Chris D. Paddie",FALSE,FALSE,4552,987,4325,"https://t.co/2UOkBeKZEX","Marshall, Texas","State Representative - Texas House Dist. 9| Former Mayor of Marshall, TX| Vice-President Hanszen Broadcasting Inc.| GM of KMHT Radio|Aggie '96",2018-01-11,2008-11-04
"Parker","Tan","23484025","tparker63","Tan Parker",FALSE,FALSE,6614,293,2831,"https://t.co/FD5QWconh4","Flower Mound, TX","Proud husband and father of two beautiful daughters. Republican State Representative for HD 63, Denton County. Chairman of the Republican @TxHouseCaucus.",2018-01-10,2009-03-09
"Patrick","Dan","17582355","DanPatrick","Dan Patrick",TRUE,FALSE,41782,969,4676,"http://t.co/mjQeJcrv5z","Texas","Lieutenant Governor of Texas | A preeminent voice for principled conservative policies both in Texas and across the nation",2018-01-11,2008-11-24
"Patrick","Diane","531547731","diane4texas","Diane Patrick",FALSE,FALSE,1145,378,311,"http://t.co/50mes73ejl","Arlington, TX","Dr Diane Patrick, an Education advocate running for re-election to Texas State House, District 94",2017-04-12,2012-03-20
"Paul","Dennis","3053769480","DennisPaul129","Dennis Paul",FALSE,FALSE,1272,1121,596,,"","",2018-01-09,2015-03-01
"Peña","Gilbert","2919204427","RepGilbertPena","Gilbert Peña",FALSE,FALSE,841,241,117,,"Pasadena, TX","Texas State Representative for House District 144 (R - Pasadena) Serving Pasadena, Baytown, Deer Park, parts Houston, South Houston, La Porte.",2016-11-04,2014-12-05
"Peña Raymond","Richard","71893752","RepPenaRaymond","Richard Pena Raymond",FALSE,FALSE,654,0,0,,"","",,2009-09-05
"Perez","Mary Ann","771856099","repmaryann","Mary Ann Perez",FALSE,FALSE,2498,336,567,"https://t.co/Ok74OVzXQh","Pasadena, Texas","State Representative, HD-144. Fighting to bring common sense back to Austin.",2018-01-09,2012-08-21
"Perry","Charles","89836466","electcharles","Sen. Charles Perry",FALSE,FALSE,6691,281,1544,"http://t.co/9ba4z97g6W","Lubbock, Texas","Conservative Republican proud to represent Senate District 28 in the #TxLege! Chairman of Committee on Agriculture, Water and Rural Affairs.",2018-01-10,2009-11-14
"Perry","Rick","18906561","GovernorPerry","Rick Perry",TRUE,FALSE,372268,28628,3500,"https://t.co/q1iHuPis2E","Texas","Personal Twitter feed of Texas' 47th Governor",2018-01-01,2009-01-12
"Phelan","Dade","428514193","DadePhelan","Dade Phelan",FALSE,FALSE,2964,456,1301,"http://t.co/oacfa7AqJd","Southeast Texas","Republican, Texas House of Representatives, District 21. Pol. Adv. paid by Texans for Dade.",2018-01-10,2011-12-04
"Pitts","Jim","356696605","RepJimPitts","Jim Pitts",FALSE,FALSE,1740,176,101,,"Waxahachie, TX","Former Texas State Representative District 10",2016-04-15,2011-08-17
"Price","Walter ""Four""","1060727293","FourPriceTX","Four Price",FALSE,FALSE,3974,898,1987,"http://t.co/ifH59uRw","","Texas State Representative for District 87",2018-01-10,2013-01-04
"Raney","John","334448120","RaneyForTexas","John Raney",FALSE,FALSE,3621,320,921,"http://t.co/Y8Gcsebq1V","Bryan, Texas","Texas State Representative, District 14, Brazos County",2018-01-10,2011-07-13
"Ratliff","Bennett","351163810","BennettRatliff","Bennett Ratliff",FALSE,FALSE,3377,2498,2371,"https://t.co/vovEilw7Br","Coppell, TX","Undeserving Husband, Proud Father, & Grandfather, Working Small Business Owner, Texan, Hopeful Longhorn, Taxpayer Watchdog, Public School Advocate",2018-01-12,2011-08-08
"Reynolds","Ron","37365390","ronereynolds","Ron Reynolds",FALSE,FALSE,2552,1442,5258,"https://t.co/wSsccRkdTO","Missouri City, TX","I'm a Texas State Rep. for #HD27, Christian husband and father of 3. I serve as House Democratic Whip & am a staunch advocate for my constituents. #TeamReynolds",2018-01-09,2009-05-03
"Riddle","Debbie","66434167","debbieriddle","Debbie Riddle",FALSE,FALSE,3373,656,758,"http://t.co/BFHjBOBzvs","Tomball Texas","Serving the good people of District 150 in the Texas House of Representatives. This account is updated by Representative Riddle and staff.",2016-03-20,2009-08-17
"Rinaldi","Matt","354041953","MattRinaldiTX","Matt Rinaldi",FALSE,FALSE,10509,1380,6528,"https://t.co/GuBNJgVNkE","Irving, Texas","Texas State Representative #HD115 Conservative Republican devoted to the cause of Liberty",2018-01-08,2011-08-13
